"","date","no2","ws","wd","temp"
"1","2019-01-01-00",23.8201157534247,2.61071428571429,263.678571428571,6.37559523809524
"2","2019-01-01-01",26.1598625757576,2.7827380952381,270.859523809524,5.18095238095238
"3","2019-01-01-02",20.9034942465753,3.06785714285714,277.415476190476,4.61130952380952
"4","2019-01-01-03",15.4305193835616,3.10892857142857,286.43630952381,4.38928571428571
"5","2019-01-01-04",20.4894760273973,3.16190476190476,289.053571428571,4.26785714285714
"6","2019-01-01-05",29.8954906849315,3.50654761904762,294.130952380952,4.92678571428571
"7","2019-01-01-06",32.6712568493151,3.62857142857143,304.379166666667,5.46785714285714
"8","2019-01-01-07",34.9739387671233,2.88333333333333,297.705952380952,5.88690476190476
"9","2019-01-01-08",35.8314511643836,2.83511904761905,297.19880952381,6.26785714285714
"10","2019-01-01-09",33.5934736986301,2.83154761904762,297.214880952381,6.70535714285714
"11","2019-01-01-10",29.4198074657534,2.85535714285714,291.290476190476,7.32797619047619
"12","2019-01-01-11",24.5318417123288,3.15833333333333,311.045238095238,7.96964285714286
"13","2019-01-01-12",21.3129145890411,3.00238095238095,326.830952380952,8.16666666666667
"14","2019-01-01-13",22.6847350684932,2.58214285714286,325.246428571429,8.11011904761905
"15","2019-01-01-14",23.7719865068493,2.36309523809524,313.691666666667,7.92380952380952
"16","2019-01-01-15",29.3302589726027,2.48809523809524,335.548809523809,6.72202380952381
"17","2019-01-01-16",31.2738317123288,2.50416666666667,347.476785714286,4.96785714285714
"18","2019-01-01-17",27.4557647945205,2.71369047619048,355.027380952381,4.07440476190476
"19","2019-01-01-18",26.3970903424658,2.74107142857143,163.640476190476,3.50238095238095
"20","2019-01-01-19",25.1466497260274,2.6875,289.217857142857,2.9547619047619
"21","2019-01-01-20",25.0046047260274,2.54642857142857,265.880952380952,2.45952380952381
"22","2019-01-01-21",20.0025361643836,2.41666666666667,285.504761904762,1.94404761904762
"23","2019-01-01-22",22.0455836986301,2.20178571428571,114.798214285714,1.65952380952381
"24","2019-01-01-23",23.7455860273973,2.40595238095238,117.807142857143,1.5702380952381
"25","2019-01-02-00",20.8836525342466,2.5327380952381,345.075,2.58452380952381
"26","2019-01-02-01",19.7951793181818,2.84761904761905,349.980952380952,1.81130952380952
"27","2019-01-02-02",16.6206967808219,2.87202380952381,353.486309523809,1.30119047619048
"28","2019-01-02-03",14.69049,2.94166666666667,332.722619047619,0.90952380952381
"29","2019-01-02-04",16.4935723972603,2.98214285714286,105.397023809524,0.650595238095238
